Year_BP,GHG_Forcing
35233.0,-2.043
35234.0,-2.043
35235.0,-2.043
35236.0,-2.042
35237.0,-2.042
35238.0,-2.042
35239.0,-2.042
35240.0,-2.0410000000000004
35241.0,-2.0410000000000004
35242.0,-2.0410000000000004
35243.0,-2.0410000000000004
35244.0,-2.0410000000000004
35245.0,-2.04
35246.0,-2.04
35247.0,-2.039
35248.0,-2.039
35249.0,-2.0380000000000003
35250.0,-2.0380000000000003
35251.0,-2.0380000000000003
35252.0,-2.0380000000000003
35253.0,-2.037
35254.0,-2.037
35255.0,-2.037
35256.0,-2.037
35257.0,-2.036
35258.0,-2.036
35259.0,-2.036
35260.0,-2.036
35261.0,-2.035
35262.0,-2.035
35263.0,-2.035
35264.0,-2.035
35265.0,-2.0340000000000003
35266.0,-2.0340000000000003
35267.0,-2.0340000000000003
35268.0,-2.035
35269.0,-2.034
35270.0,-2.034
35271.0,-2.034
35272.0,-2.034
35273.0,-2.034
35274.0,-2.033
35275.0,-2.033
35276.0,-2.033
35277.0,-2.033
35278.0,-2.032
35279.0,-2.032
35280.0,-2.032
35281.0,-2.032
35282.0,-2.031
35283.0,-2.031
35284.0,-2.031
35285.0,-2.031
35286.0,-2.031
35287.0,-2.03
35288.0,-2.03
35289.0,-2.03
35290.0,-2.03
35291.0,-2.03
35292.0,-2.029
35293.0,-2.029
35294.0,-2.029
35295.0,-2.0300000000000002
35296.0,-2.0300000000000002
35297.0,-2.0300000000000002
35298.0,-2.029
35299.0,-2.029
35300.0,-2.029
35301.0,-2.029
35302.0,-2.029
35303.0,-2.029
35304.0,-2.028
35305.0,-2.028
35306.0,-2.028
35307.0,-2.028
35308.0,-2.028
35309.0,-2.028
35310.0,-2.028
35311.0,-2.028
35312.0,-2.028
35313.0,-2.027
35314.0,-2.028
35315.0,-2.028
35316.0,-2.028
35317.0,-2.028
35318.0,-2.028
35319.0,-2.028
35320.0,-2.028
35321.0,-2.028
35322.0,-2.028
35323.0,-2.028
35324.0,-2.028
35325.0,-2.027
35326.0,-2.027
35327.0,-2.027
35328.0,-2.027
35329.0,-2.027
35330.0,-2.028
35331.0,-2.028
35332.0,-2.028
35333.0,-2.028
35334.0,-2.028
35335.0,-2.028
35336.0,-2.028
35337.0,-2.028
35338.0,-2.028
35339.0,-2.028
35340.0,-2.028
35341.0,-2.028
35342.0,-2.028
35343.0,-2.028
35344.0,-2.029
35345.0,-2.029
35346.0,-2.029
35347.0,-2.029
35348.0,-2.029
35349.0,-2.029
35350.0,-2.0300000000000002
35351.0,-2.0300000000000002
35352.0,-2.0300000000000002
35353.0,-2.0300000000000002
35354.0,-2.0300000000000002
35355.0,-2.0300000000000002
35356.0,-2.0300000000000002
35357.0,-2.031
35358.0,-2.031
35359.0,-2.031
35360.0,-2.032
35361.0,-2.032
35362.0,-2.032
35363.0,-2.032
35364.0,-2.032
35365.0,-2.032
35366.0,-2.032
35367.0,-2.032
35368.0,-2.0330000000000004
35369.0,-2.034
35370.0,-2.034
35371.0,-2.034
35372.0,-2.034
35373.0,-2.034
35374.0,-2.034
35375.0,-2.034
35376.0,-2.035
35377.0,-2.035
35378.0,-2.035
35379.0,-2.035
35380.0,-2.035
35381.0,-2.036
35382.0,-2.036
35383.0,-2.036
35384.0,-2.037
35385.0,-2.037
35386.0,-2.037
35387.0,-2.037
35388.0,-2.037
35389.0,-2.037
35390.0,-2.037
35391.0,-2.037
35392.0,-2.0380000000000003
35393.0,-2.0380000000000003
35394.0,-2.0380000000000003
35395.0,-2.0389999999999997
35396.0,-2.0389999999999997
35397.0,-2.0389999999999997
35398.0,-2.0389999999999997
35399.0,-2.0389999999999997
35400.0,-2.0389999999999997
35401.0,-2.0389999999999997
35402.0,-2.0389999999999997
35403.0,-2.04
35404.0,-2.04
35405.0,-2.04
35406.0,-2.04
35407.0,-2.04
35408.0,-2.04
35409.0,-2.04
35410.0,-2.04
35411.0,-2.04
35412.0,-2.04
35413.0,-2.041
35414.0,-2.041
35415.0,-2.041
35416.0,-2.041
35417.0,-2.041
35418.0,-2.041
35419.0,-2.041
35420.0,-2.041
35421.0,-2.042
35422.0,-2.042
35423.0,-2.043
35424.0,-2.0420000000000003
35425.0,-2.0420000000000003
35426.0,-2.0420000000000003
35427.0,-2.0420000000000003
35428.0,-2.0420000000000003
35429.0,-2.0420000000000003
35430.0,-2.0420000000000003
35431.0,-2.0420000000000003
35432.0,-2.0420000000000003
35433.0,-2.0420000000000003
35434.0,-2.042
35435.0,-2.042
35436.0,-2.042
35437.0,-2.042
35438.0,-2.042
35439.0,-2.042
35440.0,-2.042
35441.0,-2.041
35442.0,-2.041
35443.0,-2.041
35444.0,-2.0420000000000003
35445.0,-2.0420000000000003
35446.0,-2.0420000000000003
35447.0,-2.041
35448.0,-2.041
35449.0,-2.041
35450.0,-2.041
35451.0,-2.041
35452.0,-2.04
35453.0,-2.041
35454.0,-2.041
35455.0,-2.041
35456.0,-2.041
35457.0,-2.04
35458.0,-2.04
35459.0,-2.04
35460.0,-2.04
35461.0,-2.04
35462.0,-2.039
35463.0,-2.04
35464.0,-2.04
35465.0,-2.04
35466.0,-2.04
35467.0,-2.039
35468.0,-2.039
35469.0,-2.039
35470.0,-2.039
35471.0,-2.039
35472.0,-2.0380000000000003
35473.0,-2.039
35474.0,-2.039
35475.0,-2.039
35476.0,-2.038
35477.0,-2.038
35478.0,-2.038
35479.0,-2.038
35480.0,-2.038
35481.0,-2.037
35482.0,-2.037
35483.0,-2.0380000000000003
35484.0,-2.0380000000000003
35485.0,-2.0380000000000003
35486.0,-2.037
35487.0,-2.037
35488.0,-2.037
35489.0,-2.037
35490.0,-2.037
35491.0,-2.036
35492.0,-2.037
35493.0,-2.037
35494.0,-2.037
35495.0,-2.037
35496.0,-2.036
35497.0,-2.037
35498.0,-2.037
35499.0,-2.037
35500.0,-2.037
35501.0,-2.036
35502.0,-2.037
35503.0,-2.037
35504.0,-2.037
35505.0,-2.037
35506.0,-2.036
35507.0,-2.036
35508.0,-2.036
35509.0,-2.036
35510.0,-2.035
35511.0,-2.036
35512.0,-2.036
35513.0,-2.036
35514.0,-2.036
35515.0,-2.035
35516.0,-2.035
35517.0,-2.035
35518.0,-2.035
35519.0,-2.035
35520.0,-2.034
35521.0,-2.035
35522.0,-2.035
35523.0,-2.035
35524.0,-2.034
35525.0,-2.034
35526.0,-2.034
35527.0,-2.034
35528.0,-2.034
35529.0,-2.0330000000000004
35530.0,-2.034
35531.0,-2.034
35532.0,-2.034
35533.0,-2.034
35534.0,-2.034
35535.0,-2.033
35536.0,-2.033
35537.0,-2.033
35538.0,-2.033
35539.0,-2.033
35540.0,-2.034
35541.0,-2.034
35542.0,-2.0330000000000004
35543.0,-2.0340000000000003
35544.0,-2.0340000000000003
35545.0,-2.0340000000000003
35546.0,-2.0340000000000003
35547.0,-2.0340000000000003
35548.0,-2.0340000000000003
35549.0,-2.035
35550.0,-2.035
35551.0,-2.035
35552.0,-2.035
35553.0,-2.035
35554.0,-2.035
35555.0,-2.035
35556.0,-2.035
35557.0,-2.035
35558.0,-2.035
35559.0,-2.036
35560.0,-2.036
35561.0,-2.036
35562.0,-2.036
35563.0,-2.036
35564.0,-2.036
35565.0,-2.037
35566.0,-2.037
35567.0,-2.037
35568.0,-2.037
35569.0,-2.038
35570.0,-2.039
35571.0,-2.039
35572.0,-2.039
35573.0,-2.039
35574.0,-2.04
35575.0,-2.04
35576.0,-2.04
35577.0,-2.041
35578.0,-2.0420000000000003
35579.0,-2.043
35580.0,-2.043
35581.0,-2.045
35582.0,-2.045
35583.0,-2.0460000000000003
35584.0,-2.0460000000000003
35585.0,-2.047
35586.0,-2.048
35587.0,-2.048
35588.0,-2.05
35589.0,-2.051
35590.0,-2.051
35591.0,-2.052
35592.0,-2.053
35593.0,-2.0540000000000003
35594.0,-2.0540000000000003
35595.0,-2.0549999999999997
35596.0,-2.056
35597.0,-2.058
35598.0,-2.059
35599.0,-2.06
35600.0,-2.06
35601.0,-2.061
35602.0,-2.0620000000000003
35603.0,-2.063
35604.0,-2.064
35605.0,-2.0650000000000004
35606.0,-2.066
35607.0,-2.068
35608.0,-2.069
35609.0,-2.0700000000000003
35610.0,-2.0709999999999997
35611.0,-2.073
35612.0,-2.074
35613.0,-2.075
35614.0,-2.077
35615.0,-2.078
35616.0,-2.08
35617.0,-2.081
35618.0,-2.083
35619.0,-2.084
35620.0,-2.085
35621.0,-2.0860000000000003
35622.0,-2.087
35623.0,-2.089
35624.0,-2.0900000000000003
35625.0,-2.091
35626.0,-2.093
35627.0,-2.095
35628.0,-2.096
35629.0,-2.097
35630.0,-2.098
35631.0,-2.1
35632.0,-2.101
35633.0,-2.102
35634.0,-2.104
35635.0,-2.105
35636.0,-2.107
35637.0,-2.109
35638.0,-2.1100000000000003
35639.0,-2.111
35640.0,-2.112
35641.0,-2.1140000000000003
35642.0,-2.115
35643.0,-2.116
35644.0,-2.1180000000000003
35645.0,-2.12
35646.0,-2.122
35647.0,-2.124
35648.0,-2.125
35649.0,-2.126
35650.0,-2.127
35651.0,-2.129
35652.0,-2.13
35653.0,-2.1310000000000002
35654.0,-2.132
35655.0,-2.134
35656.0,-2.136
35657.0,-2.137
35658.0,-2.138
35659.0,-2.1390000000000002
35660.0,-2.141
35661.0,-2.142
35662.0,-2.1430000000000002
35663.0,-2.144
35664.0,-2.145
35665.0,-2.146
35666.0,-2.148
35667.0,-2.15
35668.0,-2.151
35669.0,-2.152
35670.0,-2.153
35671.0,-2.154
35672.0,-2.155
35673.0,-2.156
35674.0,-2.157
35675.0,-2.159
35676.0,-2.161
35677.0,-2.162
35678.0,-2.163
35679.0,-2.164
35680.0,-2.165
35681.0,-2.166
35682.0,-2.167
35683.0,-2.168
35684.0,-2.169
35685.0,-2.17
35686.0,-2.1719999999999997
35687.0,-2.173
35688.0,-2.174
35689.0,-2.174
35690.0,-2.175
35691.0,-2.1759999999999997
35692.0,-2.177
35693.0,-2.178
35694.0,-2.179
35695.0,-2.179
35696.0,-2.1799999999999997
35697.0,-2.182
35698.0,-2.183
35699.0,-2.184
35700.0,-2.184
35701.0,-2.185
35702.0,-2.186
35703.0,-2.187
35704.0,-2.1879999999999997
35705.0,-2.189
35706.0,-2.1900000000000004
35707.0,-2.192
35708.0,-2.192
35709.0,-2.1929999999999996
35710.0,-2.194
35711.0,-2.194
35712.0,-2.1950000000000003
35713.0,-2.1959999999999997
35714.0,-2.1959999999999997
35715.0,-2.197
35716.0,-2.197
35717.0,-2.1980000000000004
35718.0,-2.2
35719.0,-2.2
35720.0,-2.2010000000000005
35721.0,-2.2010000000000005
35722.0,-2.202
35723.0,-2.202
35724.0,-2.2030000000000003
35725.0,-2.2030000000000003
35726.0,-2.2039999999999997
35727.0,-2.2039999999999997
35728.0,-2.205
35729.0,-2.2060000000000004
35730.0,-2.207
35731.0,-2.207
35732.0,-2.209
35733.0,-2.209
35734.0,-2.21
35735.0,-2.21
35736.0,-2.21
35737.0,-2.2110000000000003
35738.0,-2.2110000000000003
35739.0,-2.212
35740.0,-2.212
35741.0,-2.213
35742.0,-2.2140000000000004
35743.0,-2.2140000000000004
35744.0,-2.2140000000000004
35745.0,-2.2150000000000003
35746.0,-2.2150000000000003
35747.0,-2.2150000000000003
35748.0,-2.216
35749.0,-2.216
35750.0,-2.216
35751.0,-2.216
35752.0,-2.218
35753.0,-2.218
35754.0,-2.218
35755.0,-2.2190000000000003
35756.0,-2.2190000000000003
35757.0,-2.2190000000000003
35758.0,-2.2190000000000003
35759.0,-2.2190000000000003
35760.0,-2.22
35761.0,-2.221
35762.0,-2.221
35763.0,-2.221
35764.0,-2.222
35765.0,-2.2230000000000003
35766.0,-2.2230000000000003
35767.0,-2.2230000000000003
35768.0,-2.2230000000000003
35769.0,-2.2230000000000003
35770.0,-2.2230000000000003
35771.0,-2.2230000000000003
35772.0,-2.224
35773.0,-2.224
35774.0,-2.224
35775.0,-2.224
35776.0,-2.224
35777.0,-2.225
35778.0,-2.225
35779.0,-2.225
35780.0,-2.225
35781.0,-2.225
35782.0,-2.225
35783.0,-2.226
35784.0,-2.226
35785.0,-2.226
35786.0,-2.226
35787.0,-2.226
35788.0,-2.226
35789.0,-2.226
35790.0,-2.227
35791.0,-2.2279999999999998
35792.0,-2.2279999999999998
35793.0,-2.2279999999999998
35794.0,-2.2279999999999998
35795.0,-2.2279999999999998
35796.0,-2.2279999999999998
35797.0,-2.2279999999999998
35798.0,-2.2279999999999998
35799.0,-2.2279999999999998
35800.0,-2.2279999999999998
35801.0,-2.2279999999999998
35802.0,-2.2279999999999998
35803.0,-2.229
35804.0,-2.229
35805.0,-2.2279999999999998
35806.0,-2.2279999999999998
35807.0,-2.2279999999999998
35808.0,-2.2279999999999998
35809.0,-2.2279999999999998
35810.0,-2.2279999999999998
35811.0,-2.2279999999999998
35812.0,-2.2279999999999998
35813.0,-2.2279999999999998
35814.0,-2.2279999999999998
35815.0,-2.2279999999999998
35816.0,-2.2279999999999998
35817.0,-2.229
35818.0,-2.2279999999999998
35819.0,-2.2279999999999998
35820.0,-2.2279999999999998
35821.0,-2.2279999999999998
35822.0,-2.229
35823.0,-2.229
35824.0,-2.229
35825.0,-2.229
35826.0,-2.229
35827.0,-2.229
35828.0,-2.2279999999999998
35829.0,-2.2279999999999998
35830.0,-2.2279999999999998
35831.0,-2.2279999999999998
35832.0,-2.229
35833.0,-2.229
35834.0,-2.229
35835.0,-2.229
35836.0,-2.229
35837.0,-2.2279999999999998
35838.0,-2.2279999999999998
35839.0,-2.2279999999999998
35840.0,-2.2279999999999998
35841.0,-2.2279999999999998
35842.0,-2.2279999999999998
35843.0,-2.2279999999999998
35844.0,-2.2279999999999998
35845.0,-2.2279999999999998
35846.0,-2.2270000000000003
35847.0,-2.2270000000000003
35848.0,-2.2279999999999998
35849.0,-2.2279999999999998
35850.0,-2.2279999999999998
35851.0,-2.2279999999999998
35852.0,-2.2279999999999998
35853.0,-2.2279999999999998
35854.0,-2.2279999999999998
35855.0,-2.229
35856.0,-2.229
35857.0,-2.229
35858.0,-2.228
35859.0,-2.228
35860.0,-2.228
35861.0,-2.228
35862.0,-2.228
35863.0,-2.228
35864.0,-2.228
35865.0,-2.228
35866.0,-2.229
35867.0,-2.229
35868.0,-2.229
35869.0,-2.229
35870.0,-2.229
35871.0,-2.229
35872.0,-2.229
35873.0,-2.229
35874.0,-2.228
35875.0,-2.228
35876.0,-2.228
35877.0,-2.228
35878.0,-2.228
35879.0,-2.228
35880.0,-2.228
35881.0,-2.228
35882.0,-2.228
35883.0,-2.228
35884.0,-2.228
35885.0,-2.228
35886.0,-2.229
35887.0,-2.229
35888.0,-2.229
35889.0,-2.229
35890.0,-2.229
35891.0,-2.229
35892.0,-2.229
35893.0,-2.229
35894.0,-2.229
35895.0,-2.229
35896.0,-2.229
35897.0,-2.229
35898.0,-2.229
35899.0,-2.229
35900.0,-2.229
35901.0,-2.229
35902.0,-2.229
35903.0,-2.229
35904.0,-2.229
35905.0,-2.229
35906.0,-2.228
35907.0,-2.228
35908.0,-2.228
35909.0,-2.229
35910.0,-2.229
35911.0,-2.229
35912.0,-2.229
35913.0,-2.229
35914.0,-2.229
35915.0,-2.229
35916.0,-2.229
35917.0,-2.228
35918.0,-2.228
35919.0,-2.228
35920.0,-2.228
35921.0,-2.228
35922.0,-2.228
35923.0,-2.228
35924.0,-2.228
35925.0,-2.228
35926.0,-2.228
35927.0,-2.227
35928.0,-2.227
35929.0,-2.227
35930.0,-2.227
35931.0,-2.227
35932.0,-2.227
35933.0,-2.2279999999999998
35934.0,-2.2279999999999998
35935.0,-2.2279999999999998
35936.0,-2.227
35937.0,-2.227
35938.0,-2.227
35939.0,-2.227
35940.0,-2.227
35941.0,-2.228
35942.0,-2.228
35943.0,-2.227
35944.0,-2.227
35945.0,-2.227
35946.0,-2.227
35947.0,-2.227
35948.0,-2.227
35949.0,-2.227
35950.0,-2.226
35951.0,-2.226
35952.0,-2.226
35953.0,-2.226
35954.0,-2.226
35955.0,-2.226
35956.0,-2.225
35957.0,-2.225
35958.0,-2.225
35959.0,-2.225
35960.0,-2.225
35961.0,-2.224
35962.0,-2.224
35963.0,-2.224
35964.0,-2.224
35965.0,-2.224
35966.0,-2.223
35967.0,-2.223
35968.0,-2.223
35969.0,-2.223
35970.0,-2.223
35971.0,-2.222
35972.0,-2.222
35973.0,-2.222
35974.0,-2.222
35975.0,-2.221
35976.0,-2.221
35977.0,-2.221
35978.0,-2.222
35979.0,-2.222
35980.0,-2.221
35981.0,-2.221
35982.0,-2.221
35983.0,-2.221
35984.0,-2.2199999999999998
35985.0,-2.2199999999999998
35986.0,-2.2199999999999998
35987.0,-2.2199999999999998
35988.0,-2.2199999999999998
35989.0,-2.219
35990.0,-2.219
35991.0,-2.219
35992.0,-2.219
35993.0,-2.218
35994.0,-2.218
35995.0,-2.218
35996.0,-2.218
35997.0,-2.218
35998.0,-2.218
35999.0,-2.217
36000.0,-2.217
36001.0,-2.217
36002.0,-2.217
36003.0,-2.217
36004.0,-2.217
36005.0,-2.2159999999999997
36006.0,-2.2159999999999997
36007.0,-2.2159999999999997
36008.0,-2.2159999999999997
36009.0,-2.2159999999999997
36010.0,-2.2159999999999997
36011.0,-2.2159999999999997
36012.0,-2.2159999999999997
36013.0,-2.2159999999999997
36014.0,-2.2159999999999997
36015.0,-2.2159999999999997
36016.0,-2.2159999999999997
36017.0,-2.2159999999999997
36018.0,-2.2159999999999997
36019.0,-2.215
36020.0,-2.215
36021.0,-2.215
36022.0,-2.215
36023.0,-2.215
36024.0,-2.215
36025.0,-2.215
36026.0,-2.215
36027.0,-2.2159999999999997
36028.0,-2.2159999999999997
36029.0,-2.2159999999999997
36030.0,-2.2159999999999997
36031.0,-2.2159999999999997
36032.0,-2.217
36033.0,-2.217
36034.0,-2.217
36035.0,-2.217
36036.0,-2.217
36037.0,-2.217
36038.0,-2.217
36039.0,-2.217
36040.0,-2.217
36041.0,-2.217
36042.0,-2.2180000000000004
36043.0,-2.2180000000000004
36044.0,-2.2180000000000004
36045.0,-2.2180000000000004
36046.0,-2.217
36047.0,-2.217
36048.0,-2.217
36049.0,-2.217
36050.0,-2.217
36051.0,-2.218
36052.0,-2.218
36053.0,-2.218
36054.0,-2.218
36055.0,-2.218
36056.0,-2.218
36057.0,-2.218
36058.0,-2.2190000000000003
36059.0,-2.2190000000000003
36060.0,-2.2190000000000003
36061.0,-2.2190000000000003
36062.0,-2.2190000000000003
36063.0,-2.2190000000000003
36064.0,-2.22
36065.0,-2.22
36066.0,-2.22
36067.0,-2.22
36068.0,-2.22
36069.0,-2.221
36070.0,-2.221
36071.0,-2.221
36072.0,-2.221
36073.0,-2.221
36074.0,-2.221
36075.0,-2.222
36076.0,-2.222
36077.0,-2.222
36078.0,-2.222
36079.0,-2.222
36080.0,-2.2230000000000003
36081.0,-2.2230000000000003
36082.0,-2.2230000000000003
36083.0,-2.2230000000000003
36084.0,-2.2220000000000004
36085.0,-2.2230000000000003
36086.0,-2.2230000000000003
36087.0,-2.2230000000000003
36088.0,-2.2230000000000003
36089.0,-2.2230000000000003
36090.0,-2.224
36091.0,-2.224
36092.0,-2.224
36093.0,-2.224
36094.0,-2.225
36095.0,-2.225
36096.0,-2.225
36097.0,-2.225
36098.0,-2.225
36099.0,-2.2260000000000004
36100.0,-2.2260000000000004
36101.0,-2.2260000000000004
36102.0,-2.2260000000000004
36103.0,-2.2260000000000004
36104.0,-2.2270000000000003
36105.0,-2.2270000000000003
36106.0,-2.228
36107.0,-2.228
36108.0,-2.228
36109.0,-2.229
36110.0,-2.229
36111.0,-2.229
36112.0,-2.228
36113.0,-2.228
36114.0,-2.228
36115.0,-2.229
36116.0,-2.229
36117.0,-2.229
36118.0,-2.229
36119.0,-2.229
36120.0,-2.229
36121.0,-2.229
36122.0,-2.23
36123.0,-2.23
36124.0,-2.23
36125.0,-2.23
36126.0,-2.23
36127.0,-2.23
36128.0,-2.23
36129.0,-2.23
36130.0,-2.23
36131.0,-2.23
36132.0,-2.23
36133.0,-2.23
36134.0,-2.231
36135.0,-2.231
36136.0,-2.23
36137.0,-2.23
36138.0,-2.23
36139.0,-2.23
36140.0,-2.23
36141.0,-2.23
36142.0,-2.23
36143.0,-2.23
36144.0,-2.23
36145.0,-2.23
36146.0,-2.23
36147.0,-2.23
36148.0,-2.23
36149.0,-2.23
36150.0,-2.23
36151.0,-2.23
36152.0,-2.229
36153.0,-2.229
36154.0,-2.229
36155.0,-2.229
36156.0,-2.229
36157.0,-2.229
36158.0,-2.228
36159.0,-2.228
36160.0,-2.228
36161.0,-2.228
36162.0,-2.228
36163.0,-2.227
36164.0,-2.227
36165.0,-2.227
36166.0,-2.227
36167.0,-2.227
36168.0,-2.227
36169.0,-2.227
36170.0,-2.226
36171.0,-2.226
36172.0,-2.226
36173.0,-2.226
36174.0,-2.226
36175.0,-2.226
36176.0,-2.225
36177.0,-2.224
36178.0,-2.224
36179.0,-2.224
36180.0,-2.224
36181.0,-2.224
36182.0,-2.2230000000000003
36183.0,-2.2230000000000003
36184.0,-2.2230000000000003
36185.0,-2.2230000000000003
36186.0,-2.2230000000000003
36187.0,-2.222
36188.0,-2.222
36189.0,-2.222
36190.0,-2.222
36191.0,-2.222
36192.0,-2.222
36193.0,-2.221
36194.0,-2.221
36195.0,-2.22
36196.0,-2.22
36197.0,-2.22
36198.0,-2.219
36199.0,-2.219
36200.0,-2.219
36201.0,-2.219
36202.0,-2.219
36203.0,-2.219
36204.0,-2.218
36205.0,-2.218
36206.0,-2.218
36207.0,-2.218
36208.0,-2.218
36209.0,-2.218
36210.0,-2.217
36211.0,-2.217
36212.0,-2.217
36213.0,-2.216
36214.0,-2.216
36215.0,-2.216
36216.0,-2.216
36217.0,-2.2150000000000003
36218.0,-2.2150000000000003
36219.0,-2.2150000000000003
36220.0,-2.2150000000000003
36221.0,-2.2150000000000003
36222.0,-2.2150000000000003
36223.0,-2.2150000000000003
36224.0,-2.2150000000000003
36225.0,-2.214
36226.0,-2.214
36227.0,-2.214
36228.0,-2.213
36229.0,-2.213
36230.0,-2.213
36231.0,-2.213
36232.0,-2.213
36233.0,-2.213
36234.0,-2.213
36235.0,-2.213
36236.0,-2.213
36237.0,-2.212
36238.0,-2.212
36239.0,-2.212
36240.0,-2.212
36241.0,-2.212
36242.0,-2.212
36243.0,-2.2110000000000003
36244.0,-2.2110000000000003
36245.0,-2.2110000000000003
36246.0,-2.2110000000000003
36247.0,-2.2110000000000003
36248.0,-2.2110000000000003
36249.0,-2.2110000000000003
36250.0,-2.2110000000000003
36251.0,-2.2110000000000003
36252.0,-2.2110000000000003
36253.0,-2.2110000000000003
36254.0,-2.2110000000000003
36255.0,-2.2110000000000003
36256.0,-2.2110000000000003
36257.0,-2.2110000000000003
36258.0,-2.21
36259.0,-2.21
36260.0,-2.21
36261.0,-2.21
36262.0,-2.209
36263.0,-2.209
36264.0,-2.209
36265.0,-2.209
36266.0,-2.209
36267.0,-2.209
36268.0,-2.209
36269.0,-2.209
36270.0,-2.209
36271.0,-2.208
36272.0,-2.209
36273.0,-2.209
36274.0,-2.209
36275.0,-2.209
36276.0,-2.209
36277.0,-2.209
36278.0,-2.209
36279.0,-2.209
36280.0,-2.209
36281.0,-2.209
36282.0,-2.209
36283.0,-2.209
36284.0,-2.208
36285.0,-2.208
36286.0,-2.208
36287.0,-2.208
36288.0,-2.208
36289.0,-2.209
36290.0,-2.209
36291.0,-2.209
36292.0,-2.209
36293.0,-2.209
36294.0,-2.209
36295.0,-2.209
36296.0,-2.208
36297.0,-2.208
36298.0,-2.208
36299.0,-2.208
36300.0,-2.208
36301.0,-2.208
36302.0,-2.208
36303.0,-2.208
36304.0,-2.208
36305.0,-2.208
36306.0,-2.208
36307.0,-2.2070000000000003
36308.0,-2.2070000000000003
36309.0,-2.2070000000000003
36310.0,-2.2070000000000003
36311.0,-2.2070000000000003
36312.0,-2.2070000000000003
36313.0,-2.2070000000000003
36314.0,-2.2070000000000003
36315.0,-2.2070000000000003
36316.0,-2.2070000000000003
36317.0,-2.2070000000000003
36318.0,-2.2070000000000003
36319.0,-2.2060000000000004
36320.0,-2.2060000000000004
36321.0,-2.2060000000000004
36322.0,-2.2060000000000004
36323.0,-2.2060000000000004
36324.0,-2.205
36325.0,-2.205
36326.0,-2.205
36327.0,-2.205
36328.0,-2.205
36329.0,-2.2039999999999997
36330.0,-2.2039999999999997
36331.0,-2.2039999999999997
36332.0,-2.2039999999999997
36333.0,-2.2039999999999997
36334.0,-2.203
36335.0,-2.203
36336.0,-2.203
36337.0,-2.203
36338.0,-2.203
36339.0,-2.203
36340.0,-2.202
36341.0,-2.202
36342.0,-2.202
36343.0,-2.202
36344.0,-2.201
36345.0,-2.201
36346.0,-2.201
36347.0,-2.201
36348.0,-2.201
36349.0,-2.201
36350.0,-2.1999999999999997
36351.0,-2.1999999999999997
36352.0,-2.199
36353.0,-2.199
36354.0,-2.199
36355.0,-2.199
36356.0,-2.199
36357.0,-2.199
36358.0,-2.198
36359.0,-2.198
36360.0,-2.197
36361.0,-2.197
36362.0,-2.197
36363.0,-2.197
36364.0,-2.1959999999999997
36365.0,-2.1959999999999997
36366.0,-2.195
36367.0,-2.195
36368.0,-2.195
36369.0,-2.193
36370.0,-2.193
36371.0,-2.193
36372.0,-2.193
36373.0,-2.193
36374.0,-2.193
36375.0,-2.1919999999999997
36376.0,-2.1919999999999997
36377.0,-2.1919999999999997
36378.0,-2.191
36379.0,-2.191
36380.0,-2.19
36381.0,-2.19
36382.0,-2.19
36383.0,-2.19
36384.0,-2.189
36385.0,-2.189
36386.0,-2.189
36387.0,-2.1879999999999997
36388.0,-2.1879999999999997
36389.0,-2.187
36390.0,-2.187
36391.0,-2.187
36392.0,-2.187
36393.0,-2.187
36394.0,-2.186
36395.0,-2.186
36396.0,-2.185
36397.0,-2.185
36398.0,-2.185
36399.0,-2.1830000000000003
36400.0,-2.1830000000000003
36401.0,-2.1830000000000003
36402.0,-2.1830000000000003
36403.0,-2.1830000000000003
36404.0,-2.182
36405.0,-2.181
36406.0,-2.181
36407.0,-2.181
36408.0,-2.181
36409.0,-2.18
36410.0,-2.18
36411.0,-2.18
36412.0,-2.18
36413.0,-2.1790000000000003
36414.0,-2.178
36415.0,-2.178
36416.0,-2.178
36417.0,-2.178
36418.0,-2.178
36419.0,-2.177
36420.0,-2.177
36421.0,-2.177
36422.0,-2.176
36423.0,-2.176
36424.0,-2.176
36425.0,-2.175
36426.0,-2.175
36427.0,-2.175
36428.0,-2.174
36429.0,-2.174
36430.0,-2.173
36431.0,-2.172
36432.0,-2.172
36433.0,-2.172
36434.0,-2.172
36435.0,-2.172
36436.0,-2.172
36437.0,-2.172
36438.0,-2.17
36439.0,-2.17
36440.0,-2.17
36441.0,-2.17
36442.0,-2.17
36443.0,-2.17
36444.0,-2.17
36445.0,-2.169
36446.0,-2.168
36447.0,-2.168
36448.0,-2.168
36449.0,-2.168
36450.0,-2.168
36451.0,-2.168
36452.0,-2.168
36453.0,-2.1670000000000003
36454.0,-2.1670000000000003
36455.0,-2.1660000000000004
36456.0,-2.165
36457.0,-2.165
36458.0,-2.165
36459.0,-2.165
36460.0,-2.165
36461.0,-2.1639999999999997
36462.0,-2.1639999999999997
36463.0,-2.1639999999999997
36464.0,-2.1639999999999997
36465.0,-2.1639999999999997
36466.0,-2.1639999999999997
36467.0,-2.1639999999999997
36468.0,-2.1630000000000003
36469.0,-2.1630000000000003
36470.0,-2.1630000000000003
36471.0,-2.1630000000000003
36472.0,-2.1630000000000003
36473.0,-2.162
36474.0,-2.162
36475.0,-2.1610000000000005
36476.0,-2.1610000000000005
36477.0,-2.1610000000000005
36478.0,-2.1610000000000005
36479.0,-2.16
